,Id,school_number,school_type,name,short_name,address,zipcode,location,student,tel,email,is_big,community,is_rural
17,0,100027,Förderschule,Kompass-SchuleSchulischer Lernort,"Münster, FÖ SL Kompass-Schule",Bröderichweg 36,48159,Münster,0,0251390030,100027@schule.nrw.de,0,"Münster, Stadt",0
18,0,100028,Realschule,Realschule im Bezirk Zollverein,"Essen, RS im Bezirk Zollverein",Gelsenkirchener Str. 138 a,45309,Essen,429,02018561430,100028@schule.nrw.de,0,"Essen, Stadt",0
19,0,100029,Grundschule,Schule an der Oranienstraße,"Oberhausen,GG Schule a. d. Oranienstraße",Oranienstr. 57,46147,Oberhausen,275,020830977970,100029@schule.nrw.de,0,"Oberhausen, Stadt",0
20,0,100030,Waldorfschule,Freie Waldorfschule Rheine,"Rheine, FW Meisenstr.",Meisenstr. 30,48429,Rheine,103,059719808310,100030@schule.nrw.de,0,Steinfurt,1
21,0,100032,Grundschule,GGS Regenbogenschule,"Brühl, GG (Verb.) Regenbogenschule",Kaiserstr. 158,50321,Brühl,255,02232503030,100032@schule.nrw.de,0,Rhein-Erft-Kreis,1
22,0,100033,Realschule,"Bischöfliche Clara-Fey-Schule,Realschule","Schleiden, RS Clara-Fey-Schule",Malmedyer Str. 2,53937,Schleiden,233,024457012,100033@schule.nrw.de,0,Euskirchen,1
23,0,100034,Gesamtschule,Das Forscherhaus Gesamtschule,"Bünde, GE Das Forscherhaus",Heidestr. 41,32257,Bünde,154,052234870024,100034@schule.nrw.de,0,Herford,1
24,0,100035,Berufskolleg,August-Hermann-Francke-Berufskolleg,"Detmold, BK August-Hermann-Francke",Georgstr. 24,32756,Detmold,123,05231921680,100035@schule.nrw.de,0,Lippe,1
25,0,100036,Gesamtschule,Gesamtschule Helios,"Köln, GE Gesamtschule Helios",Borsigstr. 13,50825,Köln,328,0221500558512,100036@schule.nrw.de,0,"Köln, Stadt",0
26,0,100037,Berufskolleg,Matthias-Claudius-Schule Bochum,"Bochum, BK Matthias-Claudius-Schule",Weitmarer Str. 115b,44795,Bochum,35,0234943650,100037@schule.nrw.de,0,"Bochum, Stadt",0
27,0,100038,Grundschule,Grundschule Wefelshohl,"Lüdenscheid, GG Wefelshohl",Gustavstr. 35,58511,Lüdenscheid,173,023519475190,100038@schule.nrw.de,0,Märkischer Kreis,1
28,0,100039,Grundschule,Grundschule St. Albert als private,"Ruppichteroth, WG St. Albert",Zum Brölbach 2,53809,Ruppichteroth,29,022959089890,100039@schule.nrw.de,0,Rhein-Sieg-Kreis,1
29,0,100040,Gymnasium,Gymnasium Neue Sandkaul,"Köln, Gym Neue Sandkaul",Neue Sandkaul 29,50859,Köln,274,022122135320,100040@schule.nrw.de,0,"Köln, Stadt",0
30,0,100041,Gesamtschule,Gesamtschule Wasseramselweg,"Köln, GE Wasseramselweg",Am Wassermann 40,50829,Köln,486,022122135380,100041@schule.nrw.de,1,"Köln, Stadt",0
31,0,100042,Gesamtschule,Gesamtschule der Stadt Geldern,"Geldern, GE Königsberger Straße",Königsberger Str. 60,47608,Geldern,428,0283197796311,100042@schule.nrw.de,0,Kleve,1
32,0,100044,Gesamtschule,3. Gesamtschule,"Gütersloh, GE 3. Gesamtschule",Ahornallee 46,33330,Gütersloh,311,0524150528210,100044@schule.nrw.de,0,Gütersloh,1
33,0,100045,Realschule,Realschule am Schlehenweg,"Bielefeld, RS am Schlehenweg",Schlehenweg 24,33609,Bielefeld,165,0521518480,100045@schule.nrw.de,0,"Bielefeld, Stadt",0
34,0,100046,Gemeinschaftsschule (Schulversuch),Sekundarschule Königsbrügge,"Bielefeld, SK Königsbrügge",Fritz-Reuter-Str. 30,33604,Bielefeld,221,0521515970,100046@schule.nrw.de,0,"Bielefeld, Stadt",0
35,0,100047,Gemeinschaftsschule (Schulversuch),Sekundarschule Gellershagen,"Bielefeld, SK Gellershagen",Am Brodhagen 50,33613,Bielefeld,225,0521515723,100047@schule.nrw.de,0,"Bielefeld, Stadt",0
36,0,100048,Gesamtschule,Gesamtschule Bochum-Mitte,"Bochum, GE Bochum-Mitte",Feldsieper Str. 94,44809,Bochum,646,02349505313,100048@schule.nrw.de,1,"Bochum, Stadt",0
37,0,100049,Grundschule,dreieins-Grundschule als priv.Ersatzsch.,"Aachen, GG dreieins-Grundschule .Priv.Er",Hander Weg 95,52072,Aachen,36,024199031900,100049@schule.nrw.de,0,Städteregion Aachen,0
38,0,100051,Gesamtschule,Arnold-Freymuth-Gesamtschule,"Hamm, GE Arnold-Freymuth-Gesamtschule",An der Falkschule 9,59077,Hamm,581,023818769710,100051@schule.nrw.de,1,"Hamm, Stadt",0
39,0,100052,Gesamtschule,Comenius-Gesamtschule,"Neuss, GE Comenius-Gesamtschule",Weberstr. 90a,41464,Neuss,895,021311330380,100052@schule.nrw.de,1,Rhein-Kreis Neuss,1
40,0,100053,Gemeinschaftsschule (Schulversuch),Neue Sekundarschule Dorsten,"Dorsten, SK Juliusstraße",Juliusstr. 1,46284,Dorsten,369,0236228435100,100053@schule.nrw.de,0,Recklinghausen,1
41,0,100054,Grundschule,Offene Gemeinschaftsgrundschule,"Wuppertal, GG Matthäusstraße",Rathenaustr. 22,42277,Wuppertal,125,02025632080,100054@schule.nrw.de,0,"Wuppertal, Stadt",0
42,0,100056,Berufskolleg,"CJD Berufskolleg,staatl.gen.Ersatzschule","Dortmund, BK CJD Berufskolleg",Kleybredde 29,44149,Dortmund,13,0231656020,100056@schule.nrw.de,0,"Dortmund, Stadt",0
43,0,100057,Förderschule,Schule für Kranke Gütersloh,"Gütersloh, KR im Füchtei",Im Füchtei 148,33334,Gütersloh,18,052415246709,100057@schule.nrw.de,0,Gütersloh,1
44,0,100058,Weiterbildungskolleg,Weiterbildungskolleg Münster,"Münster, WBK RS, Gym Uppenkampstiege",Uppenkampstiege 21,48147,Münster,586,02512892790,100058@schule.nrw.de,1,"Münster, Stadt",0
45,0,100059,Grundschule,FASAN Freie Aktive Schule a. Niederrhein,"Mönchengladbach, GG FASAN Freie Aktive",Alsstr. 70-72,41063,Mönchengladbach,50,021619043164,100059@schule.nrw.de,0,"Mönchengladbach, Stadt",0
46,0,100060,Berufskolleg,Textilakademie NRW Berufskolleg Sek. II,"Mönchengladbach, BK Textilakademie NRW",Rheydter Str. 329,41065,Mönchengladbach,232,0216124750,100060@schule.nrw.de,0,"Mönchengladbach, Stadt",0
47,0,100061,Grundschule,Städtische Gemeinschaftsgrundschule,"Düsseldorf, GG Steinkaul",Steinkaul 27,40589,Düsseldorf,140,02118925660,100061@schule.nrw.de,0,"Düsseldorf, Stadt",0
48,0,100062,Förderschule,Schule für Kranke Paderborn,"Paderborn, KR LWL",Am Ostfriedhof 10,33098,Paderborn,41,05251682213600,100062@schule.nrw.de,0,Paderborn,1
49,0,100063,Gesamtschule,Ida-Noddack-Gesamtschule,"Wesel, GE Ida Noddack",Martinistr. 12,46483,Wesel,213,028116497940,100063@schule.nrw.de,0,Wesel,1
50,0,100064,Grundschule,Städtische Gemeinschaftsgrundschule,"Bonn, GG Peter-Klein-Straße",Peter-Klein-Str. 4,53117,Bonn,188,02287789112,100064@schule.nrw.de,0,"Bonn, Stadt",0
51,0,100065,Grundschule,Städtische Grundschule,"Münster, GG Wolbeck - Nord",Grenkuhlenweg 21,48167,Münster,103,02506303830,100065@schule.nrw.de,0,"Münster, Stadt",0
52,0,100066,Hauptschule,Glückauf-Schule,"Essen, GH Glückauf-Schule",Bischoffstr. 120,45329,Essen,261,0201345175,100066@schule.nrw.de,0,"Essen, Stadt",0
53,0,100067,Grundschule,Städtische Katholische Grundschule,"Düsseldorf, KG Niederkassel",Niederkasseler Str. 36,40547,Düsseldorf,326,02118924500,100067@schule.nrw.de,0,"Düsseldorf, Stadt",0
54,0,100068,Gesamtschule,Gesamtschule Berrenrather Straße,"Köln, GE Berrenrather Straße",Berrenrather Str. 488,50937,Köln,205,022128550626,100068@schule.nrw.de,0,"Köln, Stadt",0
55,0,100069,Gesamtschule,Gesamtschule am Berliner Ring,"Monheim am Rhein, GE Berliner Ring",Berliner Ring 5,40789,Monheim am Rhein,267,021739514850,100069@schule.nrw.de,0,Mettmann,1
56,0,100069,Gesamtschule,Gesamtschule am Berliner Ring,"Monheim am Rhein, GE Berliner Ring",Berliner Ring 5,40789,Monheim am Rhein,267,021739514850,100069@schule.nrw.de,0,Mettmann,1
57,0,100069,Gesamtschule,Gesamtschule am Berliner Ring,"Monheim am Rhein, GE Berliner Ring",Berliner Ring 5,40789,Monheim am Rhein,267,021739514850,100069@schule.nrw.de,0,Mettmann,1
58,0,100070,Gesamtschule,Gesamtschule Velbert-Neviges,"Velbert, GE Velbert-Neviges",An der Maikammer 46-54,42553,Velbert,230,0205349690,100070@schule.nrw.de,0,Mettmann,1
59,0,100071,Gesamtschule,Gesamtschule Dellbrücker Mauspfad,"Köln, GE Dellbrücker Mauspfad",Dellbrücker Mauspfad 198-200,51069,Köln,654,0221938500448,100071@schule.nrw.de,1,"Köln, Stadt",0
60,0,100073,Grundschule,"Kath. Grundschule St. Michael, Staatl.","Paderborn, KG St. Michael",Am Abdinghof 6,33098,Paderborn,63,052516939125,100073@schule.nrw.de,0,Paderborn,1
61,0,100074,Förderschule,Hundertwasser-Schule,"Altena, FÖ SQ, LE Hundertwasser-Schule",Nüggelnstück 3,58762,Altena,241,02352549200,100074@schule.nrw.de,0,Märkischer Kreis,1
62,0,100075,Förderschule,Schulischer Lernort Regenbogenschulhaus,"Ahlen, FÖ SL Regenbogenschulhaus",Im Pattenmeicheln 14,59229,Ahlen,0,0238296899411,100075@schule.nrw.de,0,Warendorf,1
63,0,100076,Grundschule,Grundschule St. Walburga Neuenheerse,"Bad Driburg, GG St. Walburga Neuenheerse",Taildor 8,33014,Bad Driburg,71,05259542,100076@schule.nrw.de,0,Höxter,1
64,0,100077,Gesamtschule,Gesamtschule Hiesfeld,"Dinslaken, GE Hiesfeld",Kirchstr. 65,46539,Dinslaken,115,02064828410,100077@schule.nrw.de,0,Wesel,1
65,0,100078,Grundschule,LOGOS-Grundschule,"Köln, GG LOGOS",Arnsberger Str. 11,51065,Köln,30,022116908487,100078@schule.nrw.de,0,"Köln, Stadt",0
66,0,100079,Grundschule,Paulus Schule,"Düsseldorf, KG Paulus Schule",Paulusplatz 1,40237,Düsseldorf,334,0211667608,100079@schule.nrw.de,0,"Düsseldorf, Stadt",0
67,0,100081,Förderschule,Schule am Niederrhein,"Kamp-Lintfort, FÖ LE,ES Sch.a.Niederrhei",Friedrich-Heinrich-Allee 24,47475,Kamp-Lintfort,140,0284250340,100081@schule.nrw.de,0,Wesel,1
68,0,100082,Realschule,Private Realschule Altenbeken,"Altenbeken, RS Altenbeken",Gardeweg 7,33184,Altenbeken,86,05255930978,100082@schule.nrw.de,0,Paderborn,1
69,0,100083,Grundschule,Felix-Manz-Schule,"Bergkamen, EG Felix-Manz-Schule",Kleiweg 10,59192,Bergkamen,49,023072018630,100083@schule.nrw.de,0,Unna,1
70,0,100084,Grundschule,Grundschule Zukunftsschule Lippstadt,"Lippstadt, GG Zukunftsschule",Im Eichholz 10,59556,Lippstadt,49,0294192347016,100084@schule.nrw.de,0,Soest,1
71,0,100085,Gesamtschule,Green-Gesamtschule,"Duisburg, GE Green-Gesamtschule",Körnerplatz 2,47226,Duisburg,927,020659057811,100085@schule.nrw.de,1,"Duisburg, Stadt",0
72,0,100086,Gesamtschule,Private Ökumenische Montessori-,"Hagen, GE Priv. Ökumenische Montessori",Am Höing 12,58097,Hagen,24,023313400070,100086@schule.nrw.de,0,"Hagen, Stadt",0
73,0,100087,Waldorfschule,Freie Waldorfschule Niederrhein-Aue,"Uedem, FW Niederrhein-Aue",Meursfeldstr. 8,47589,Uedem,58,028253079471,100087@schule.nrw.de,0,Kleve,1
74,0,100088,Grundschule,Städt. Gem. Grundschule Kastanienallee,"Velbert, GG Kastanienallee",Kastanienallee 19 - 21,42549,Velbert,527,0205121705,100088@schule.nrw.de,1,Mettmann,1
75,0,100089,Gesamtschule,Heinrich-Böll-Gesamtschule,"Bornheim, GE Bornheim 2",Beethovenstr. 57,53332,Bornheim,556,0222791490,100089@schule.nrw.de,1,Rhein-Sieg-Kreis,1
76,0,100090,Realschule,Realschule Kettwig,"Essen, RS Kettwig",Brederbachstr. 19,45219,Essen,426,02054940430,100090@schule.nrw.de,0,"Essen, Stadt",0
77,0,100091,Grundschule,Ida Gerhardi Schule,"Lüdenscheid, GG Ida Gerhardi",Freiherr-vom-Stein-Str. 52,58511,Lüdenscheid,0,023516583070,100091@schule.nrw.de,0,Märkischer Kreis,1
78,0,100092,Grundschule,Städt. Kath. Grundschule,"Düsseldorf, KG Rather Kreuzweg",Rather Kreuzweg 21,40472,Düsseldorf,189,02118992882,100092@schule.nrw.de,0,"Düsseldorf, Stadt",0
79,0,100093,Grundschule,Grundschule Mitte,"Beckum, GG Grundschule Mitte",Brinkmannstr. 3,59269,Beckum,0,0252112051,100093@schule.nrw.de,0,Warendorf,1
80,0,100094,Grundschule,Bonifatiusschule,"Dorsten, GG Bonifatiusschule",Pliesterbecker Str. 76,46284,Dorsten,48,0236261254,100094@schule.nrw.de,0,Recklinghausen,1
81,0,100095,Förderschule,Drachenfelsschule,"Königswinter,FÖ LE, SQ Drachenfelsschule",Friedenstr. 22,53639,Königswinter,125,02223908286,100095@schule.nrw.de,0,Rhein-Sieg-Kreis,1
82,0,100096,Gesamtschule,Städtische Gesamtschule Rösrath,"Rösrath, GE Rösrath",Freiherr-vom-Stein-Str. 25,51503,Rösrath,108,022051236,100096@schule.nrw.de,0,Rheinisch-Bergischer Kreis,1
83,0,100097,Förderschule,Förderschule Atheneé Royal,"Düren, FÖ ES,LE, SQ Atheneé Royal",Rudolf-Diesel-Str. 19,52351,Düren,267,024212245400,100097@schule.nrw.de,0,Düren,1
84,0,100098,Gesamtschule,Therese-Münsterteicher-Gesamtschule,"Ahlen, GE Sedanstr.",Sedanstr. 54,59227,Ahlen,816,02382911620,100098@schule.nrw.de,1,Warendorf,1
85,0,100099,Förderschule,Förderzentrum Kleve Förderschule,"Kleve, FÖ SQ, LE, ES Hevelingstr.",Frankenstr. 25,47533,Kleve,158,02821997850,100099@schule.nrw.de,0,Kleve,1
86,0,100101,Förderschule,Schule am Hügel,"Bonn, FÖ LE, ES Schule am Hügel",Am Propsthof 102,53121,Bonn,141,02287760980,100101@schule.nrw.de,0,"Bonn, Stadt",0
87,0,100102,Förderschule,Schule am Rheingarten,"Bonn,FÖ LE, ES, SQ Schule am Rheingarten",Ringstr. 69-71,53225,Bonn,126,0228776541,100102@schule.nrw.de,0,"Bonn, Stadt",0
88,0,100103,Gesamtschule,Europaschule Rheinberg,"Rheinberg, GE Europaschule Rheinberg",Dr.-Aloys-Wittrup-Str. 11,47495,Rheinberg,1009,02843970770,100103@schule.nrw.de,1,Wesel,1
89,0,100104,Gemeinschaftsschule (Schulversuch),Hönnequellschule,"Neuenrade, SK Hönnequellschule",Niederheide 3,58809,Neuenrade,393,023925022770,100104@schule.nrw.de,0,Märkischer Kreis,1
90,0,100105,Grundschule,Erzbischöfliche Grundschule am,"Köln, KG am Bildungscampus",Neuerburgstr. 19,51103,Köln,26,022188060208,100105@schule.nrw.de,0,"Köln, Stadt",0
91,0,100106,Förderschule,Förderschule im Verbund Nord des,"Wermelskirchen, FÖ LE,ES,SQ Verbund Nord",Robert-Stolz-Str. 19,42929,Wermelskirchen,141,021968877780,100106@schule.nrw.de,0,Rheinisch-Bergischer Kreis,1
92,0,100107,Gemeinschaftsschule (Schulversuch),Leonardo-da-Vinci-Schule,Morsbach SK Leonardo-da-Vinci,Hahner Str. 31,51597,Morsbach,376,022949939710,100107@schule.nrw.de,0,Oberbergischer Kreis,1
93,0,100108,Gemeinschaftsschule (Schulversuch),Jacobischule,"Kalletal, SK Jacobischule",Weinkamp 14,32689,Kalletal,360,05264647770,100108@schule.nrw.de,0,Lippe,1
94,0,100109,Grundschule,Marienschule,"Düsseldorf, KG Marienschule",Rheindorfer Weg 20,40591,Düsseldorf,344,02118924360,100109@schule.nrw.de,0,"Düsseldorf, Stadt",0
95,0,100111,Gemeinschaftsschule (Schulversuch),Konrad-Zuse-Schule,"Langenberg, SK Konrad-Zuse",Bentelerstr. 104,33449,Langenberg,347,052487675,100111@schule.nrw.de,0,Gütersloh,1
96,0,100112,Gemeinschaftsschule (Schulversuch),Sekundarschule Ascheberg,"Ascheberg, SK Bahnhofsweg",Bahnhofsweg 5,59387,Ascheberg,424,025939299230,100112@schule.nrw.de,0,Coesfeld,1
97,0,100114,Berufskolleg,Kolping-Sozial-Berufskolleg,"Delbrück,BK Kolping-Sozial-Berufskolleg",Springpatt 3,33129,Delbrück,28,052512888546,100114@schule.nrw.de,0,Paderborn,1
98,0,100115,Grundschule,Cornelia Funke Schule,"Recklinghausen, GG Cornelia Funke Schule",Bochumer Str. 22,45661,Recklinghausen,49,023617988,100115@schule.nrw.de,0,Recklinghausen,1
99,0,100116,Grundschule,Städt. Grundschule an der Schulstraße,"Herne, GG an der Schulstraße",Schulstr. 57,44623,Herne,0,02323164492,100116@schule.nrw.de,0,"Herne, Stadt",0
100,0,100117,Realschule,Weitsicht! - Freie Realschule Wachtendon,"Wachtendonk, RS Weitsicht! - Fr. Realsch",Schoelkensdyck 1,47669,Wachtendonk,17,028363469960,100117@schule.nrw.de,0,Kleve,1
101,0,100118,Förderschule,Albert-Schweitzer-Schule,"Lage, FÖ LE Albert-Schweitzer",Kampweg 11,32791,Lage,137,052322558,100118@schule.nrw.de,0,Lippe,1
102,0,100119,Grundschule,Gemeinschaftsgrundschule Rahlenberg,"Herscheid, GG Rahlenberg",Bergstr. 7,58849,Herscheid,0,023576007010,100119@schule.nrw.de,0,Märkischer Kreis,1
103,0,100120,Realschule,Private Realschule Sonsbeck,"Sonsbeck, RS Herrenstraße",Herrenstr. 70,47665,Sonsbeck,17,0283891330,100120@schule.nrw.de,0,Wesel,1
104,0,100121,Gymnasium,Gymnasium Carolinenschule,"Bochum, Gym Carolinenschule",Springorumallee 1-3,44795,Bochum,59,023438877200,100121@schule.nrw.de,0,"Bochum, Stadt",0
105,0,100122,Grundschule,Hermann Gmeiner Schule,"Düsseldorf, KG Hermann Gmeiner Schule",Schillstr. 7,40599,Düsseldorf,177,02118926160,100122@schule.nrw.de,0,"Düsseldorf, Stadt",0
106,0,100123,Grundschule,Freie Schule Eifel,"Heimbach, GG Freie Schule Eifel",Karl-H.-Krischer-Platz 1,52396,Heimbach,16,024468098582,100123@schule.nrw.de,0,Düren,1
107,0,100124,Grundschule,AMSEL Grundschule,"Gangelt, GG AMSEL Grundschule",Geilenkirchener Str. 54,52538,Gangelt,11,015773260604,100124@schule.nrw.de,0,Kreis Heinsberg,1
108,0,100124,Grundschule,AMSEL Grundschule,"Gangelt, GG AMSEL Grundschule",Geilenkirchener Str. 54,52538,Gangelt,11,015773260604,100124@schule.nrw.de,0,Kreis Heinsberg,1
109,0,100125,Gesamtschule,Emmy-Noether-Gesamtschule,"Neuenkirchen, GE Emmy-Noether",Friedrich-Bülten-Str. 15,48485,Neuenkirchen,0,059733136,100125@schule.nrw.de,0,Steinfurt,1
110,0,100126,Gesamtschule,Gesamtschule Ickern,"Castrop-Rauxel, GE Gesamtsch.Ickern",Waldenburger Str. 130,44581,Castrop-Rauxel,0,,100126@schule.nrw.de,0,Recklinghausen,1
111,0,100127,Grundschule,Aachen International School-Vincerola,"Aachen, GG Aachen International School",Campus-Boulevard 60,52074,Aachen,7,024199039203,100127@schule.nrw.de,0,Städteregion Aachen,0
112,0,100128,Grundschule,Grundschule Vulkanstraße,"Krefeld, GG Vulkanstraße",Vulkanstr. 264,47807,Krefeld,0,02151311661,100128@schule.nrw.de,0,"Krefeld, Stadt",0
113,0,100129,Gesamtschule,Gesamtschule Swisttal,"Swisttal, GE Swisttal",Blütenweg 10,53913,Swisttal,0,02254844926,100129@schule.nrw.de,0,Rhein-Sieg-Kreis,1
114,0,100130,Gemeinschaftsschule (Schulversuch),Sekundarschule Am Wiehen,"Minden, SK Am Wiehen",Königswall 14,32423,Minden,0,057193419460,100130@schule.nrw.de,0,Minden-Lübbecke,1
115,0,100131,Gesamtschule,Städt. Gesamtschule Mettmann,"Mettmann, GE Borner Weg",Borner Weg 5,40822,Mettmann,0,0210417330,100131@schule.nrw.de,0,Mettmann,1
116,0,100132,Gesamtschule,Reinoldi-Gesamtschule,"Dortmund, GE Reinoldi-Gesamtschule",Im Odemsloh 107,44357,Dortmund,0,02315012280,100132@schule.nrw.de,0,"Dortmund, Stadt",0
117,0,100133,Berufskolleg,Kolping-Berufskolleg Paderborn,"Paderborn, BK Kolping Berufskolleg",Otto-Stadler-Str. 9,33100,Paderborn,0,052511809447,100133@schule.nrw.de,0,Paderborn,1
118,0,100136,Förderschule,"Schule Talstraße, Fördersch. im Verbund","Stolberg, FÖ LE,ES,SQ Schule Talstraße",Talstr. 26,52223,Stolberg (Rhld.),0,0240224852,100136@schule.nrw.de,0,Städteregion Aachen,0
119,0,100138,Grundschule,"Freie Christliche Schule Siegen ""An der","Siegen, EG ""An der Weiß""",Am Lohgraben 38,57074,Siegen,0,02713039930,100138@schule.nrw.de,0,Siegen-Wittgenstein,1
120,0,100139,Gesamtschule,Eugen Langen Gesamtschule,"Wuppertal, GE Eugen Lange",Boltenheide 4,42329,Wuppertal,0,02024292255,100139@schule.nrw.de,0,"Wuppertal, Stadt",0
121,0,100141,Grundschule,Freie Schule Rhein-Sieg,"Hennef, GG Freie Schule Rhein-Sieg",Sövener Str. 60,53773,Hennef (Sieg),0,,100141@schule.nrw.de,0,Rhein-Sieg-Kreis,1
122,0,100142,Realschule,Private Realschule Wettringen,"Wettringen, RS Private Realschule",Bültstr. 2,48493,Wettringen,0,,100142@schule.nrw.de,0,Steinfurt,1
123,0,100158,Grundschule,Städtische Katholische Grundschule,"Düsseldorf, KG Josef-Kleesattel-Str.",Josef-Kleesattel-Str. 13,40595,Düsseldorf,180,02117393600,100158@schule.nrw.de,0,"Düsseldorf, Stadt",0
124,0,100160,Grundschule,Grundschule Kaiserswerth,"Düsseldorf, GG Kaiserswerth",Fliednerstr. 32,40489,Düsseldorf,307,02118923641,100160@schule.nrw.de,0,"Düsseldorf, Stadt",0
125,0,100171,Grundschule,Städt. Kath. Grundschule,"Düsseldorf, KG Unter den Eichen",Unter den Eichen 26,40625,Düsseldorf,388,02118928292,100171@schule.nrw.de,0,"Düsseldorf, Stadt",0
126,0,100183,Grundschule,Christophorus-Schule,"Düsseldorf, KG Christophorus",Werstener Friedhofstr. 10,40591,Düsseldorf,203,02118926170,100183@schule.nrw.de,0,"Düsseldorf, Stadt",0
127,0,100213,Grundschule,Henri-Dunant-Schule,"Düsseldorf, GG Henri-Dunant-Schule",Rheindorfer Weg 20,40591,Düsseldorf,219,02118924350,100213@schule.nrw.de,0,"Düsseldorf, Stadt",0
128,0,100225,Grundschule,Städt. Gem. Grundschule,"Düsseldorf, GG Bingener Weg",Bingener Weg 10,40229,Düsseldorf,214,02118924378,100225@schule.nrw.de,0,"Düsseldorf, Stadt",0
129,0,100237,Grundschule,Städt. Gem. Grundschule,"Düsseldorf, GG Gumbertstr.",Gumbertstr. 191,40229,Düsseldorf,185,02119215317,100237@schule.nrw.de,0,"Düsseldorf, Stadt",0
130,0,100250,Grundschule,St. -Peter-Schule,"Düsseldorf, KG St. -Peter",Jahnstr. 97,40215,Düsseldorf,192,02118924741,100250@schule.nrw.de,0,"Düsseldorf, Stadt",0
131,0,100262,Grundschule,St. Michael Schule,"Düsseldorf, KG St. Michael Schule",Kempgensweg 65,40231,Düsseldorf,176,02118921726,100262@schule.nrw.de,0,"Düsseldorf, Stadt",0
132,0,100274,Grundschule,Franz-Boehm-Schule,"Düsseldorf, KG Franz-Boehm-Schule",Kamper Weg 291,40627,Düsseldorf,170,02119262055,100274@schule.nrw.de,0,"Düsseldorf, Stadt",0
133,0,100286,Grundschule,St. Apollinaris Schule,"Düsseldorf, KG St. Apollinaris Schule",Itterstr. 16,40589,Düsseldorf,320,02118924726,100286@schule.nrw.de,0,"Düsseldorf, Stadt",0
